kode,username,status,judul,penulis,rating,jml hlm,genre,sinopsis
B47,@lovbts_,Queue,Minimarket yang Merepotkan,Kim Ho Yeon,4.09,400,"fiksi, keluarga, slice of life, k-lit","Ada pertemuan yang mengubah hidupmu. Dokgo adalah seorang tunawisma hilang ingatan yang berkeliaran di Stasiun Seoul. Suatu hari ia memungut dompet seorang nenek yang ternyata pengelola sebuah minimarket. Nenek tersebut melihat ketulusan Dokgo dan memberinya pekerjaan di minimarket tersebut. Di sana, Dokgo mulai berinteraksi dengan banyak orang dan tanpa sadar mengubah jalan hidup mereka. Ada seorang gadis yang tak tahu ingin jadi apa di masa depan. Ada seorang ibu yang tak bisa berkomunikasi dengan anaknya. Ada pula lelaki pegawai kantoran yang merasa rendah diri dan tak diterima oleh istri dan putri kembarnya, dan masih banyak orang yang bertemu dengan Dokgo. Akan tetapi, satu misteri terbesar masih tetap tersisa; siapa sebenarnya Dokgo?"
B47,@MAULIA58624687,Borrowed,Minimarket yang Merepotkan,Kim Ho Yeon,4.09,400,"fiksi, keluarga, slice of life, k-lit","Ada pertemuan yang mengubah hidupmu. Dokgo adalah seorang tunawisma hilang ingatan yang berkeliaran di Stasiun Seoul. Suatu hari ia memungut dompet seorang nenek yang ternyata pengelola sebuah minimarket. Nenek tersebut melihat ketulusan Dokgo dan memberinya pekerjaan di minimarket tersebut. Di sana, Dokgo mulai berinteraksi dengan banyak orang dan tanpa sadar mengubah jalan hidup mereka. Ada seorang gadis yang tak tahu ingin jadi apa di masa depan. Ada seorang ibu yang tak bisa berkomunikasi dengan anaknya. Ada pula lelaki pegawai kantoran yang merasa rendah diri dan tak diterima oleh istri dan putri kembarnya, dan masih banyak orang yang bertemu dengan Dokgo. Akan tetapi, satu misteri terbesar masih tetap tersisa; siapa sebenarnya Dokgo?"
B47,@micelll4,Queue,Minimarket yang Merepotkan,Kim Ho Yeon,4.09,400,"fiksi, keluarga, slice of life, k-lit","Ada pertemuan yang mengubah hidupmu. Dokgo adalah seorang tunawisma hilang ingatan yang berkeliaran di Stasiun Seoul. Suatu hari ia memungut dompet seorang nenek yang ternyata pengelola sebuah minimarket. Nenek tersebut melihat ketulusan Dokgo dan memberinya pekerjaan di minimarket tersebut. Di sana, Dokgo mulai berinteraksi dengan banyak orang dan tanpa sadar mengubah jalan hidup mereka. Ada seorang gadis yang tak tahu ingin jadi apa di masa depan. Ada seorang ibu yang tak bisa berkomunikasi dengan anaknya. Ada pula lelaki pegawai kantoran yang merasa rendah diri dan tak diterima oleh istri dan putri kembarnya, dan masih banyak orang yang bertemu dengan Dokgo. Akan tetapi, satu misteri terbesar masih tetap tersisa; siapa sebenarnya Dokgo?"
B47,@moonstarl_,Borrowed,Minimarket yang Merepotkan,Kim Ho Yeon,4.09,400,"fiksi, keluarga, slice of life, k-lit","Ada pertemuan yang mengubah hidupmu. Dokgo adalah seorang tunawisma hilang ingatan yang berkeliaran di Stasiun Seoul. Suatu hari ia memungut dompet seorang nenek yang ternyata pengelola sebuah minimarket. Nenek tersebut melihat ketulusan Dokgo dan memberinya pekerjaan di minimarket tersebut. Di sana, Dokgo mulai berinteraksi dengan banyak orang dan tanpa sadar mengubah jalan hidup mereka. Ada seorang gadis yang tak tahu ingin jadi apa di masa depan. Ada seorang ibu yang tak bisa berkomunikasi dengan anaknya. Ada pula lelaki pegawai kantoran yang merasa rendah diri dan tak diterima oleh istri dan putri kembarnya, dan masih banyak orang yang bertemu dengan Dokgo. Akan tetapi, satu misteri terbesar masih tetap tersisa; siapa sebenarnya Dokgo?"
B47,@noniiiajaaa,Borrowed,Minimarket yang Merepotkan,Kim Ho Yeon,4.09,400,"fiksi, keluarga, slice of life, k-lit","Ada pertemuan yang mengubah hidupmu. Dokgo adalah seorang tunawisma hilang ingatan yang berkeliaran di Stasiun Seoul. Suatu hari ia memungut dompet seorang nenek yang ternyata pengelola sebuah minimarket. Nenek tersebut melihat ketulusan Dokgo dan memberinya pekerjaan di minimarket tersebut. Di sana, Dokgo mulai berinteraksi dengan banyak orang dan tanpa sadar mengubah jalan hidup mereka. Ada seorang gadis yang tak tahu ingin jadi apa di masa depan. Ada seorang ibu yang tak bisa berkomunikasi dengan anaknya. Ada pula lelaki pegawai kantoran yang merasa rendah diri dan tak diterima oleh istri dan putri kembarnya, dan masih banyak orang yang bertemu dengan Dokgo. Akan tetapi, satu misteri terbesar masih tetap tersisa; siapa sebenarnya Dokgo?"
B47,@sachetankecil,Borrowed,Minimarket yang Merepotkan,Kim Ho Yeon,4.09,400,"fiksi, keluarga, slice of life, k-lit","Ada pertemuan yang mengubah hidupmu. Dokgo adalah seorang tunawisma hilang ingatan yang berkeliaran di Stasiun Seoul. Suatu hari ia memungut dompet seorang nenek yang ternyata pengelola sebuah minimarket. Nenek tersebut melihat ketulusan Dokgo dan memberinya pekerjaan di minimarket tersebut. Di sana, Dokgo mulai berinteraksi dengan banyak orang dan tanpa sadar mengubah jalan hidup mereka. Ada seorang gadis yang tak tahu ingin jadi apa di masa depan. Ada seorang ibu yang tak bisa berkomunikasi dengan anaknya. Ada pula lelaki pegawai kantoran yang merasa rendah diri dan tak diterima oleh istri dan putri kembarnya, dan masih banyak orang yang bertemu dengan Dokgo. Akan tetapi, satu misteri terbesar masih tetap tersisa; siapa sebenarnya Dokgo?"
B47,@tacyderacs_,Borrowed,Minimarket yang Merepotkan,Kim Ho Yeon,4.09,400,"fiksi, keluarga, slice of life, k-lit","Ada pertemuan yang mengubah hidupmu. Dokgo adalah seorang tunawisma hilang ingatan yang berkeliaran di Stasiun Seoul. Suatu hari ia memungut dompet seorang nenek yang ternyata pengelola sebuah minimarket. Nenek tersebut melihat ketulusan Dokgo dan memberinya pekerjaan di minimarket tersebut. Di sana, Dokgo mulai berinteraksi dengan banyak orang dan tanpa sadar mengubah jalan hidup mereka. Ada seorang gadis yang tak tahu ingin jadi apa di masa depan. Ada seorang ibu yang tak bisa berkomunikasi dengan anaknya. Ada pula lelaki pegawai kantoran yang merasa rendah diri dan tak diterima oleh istri dan putri kembarnya, dan masih banyak orang yang bertemu dengan Dokgo. Akan tetapi, satu misteri terbesar masih tetap tersisa; siapa sebenarnya Dokgo?"
B47,@winsforyaa,Borrowed,Minimarket yang Merepotkan,Kim Ho Yeon,4.09,400,"fiksi, keluarga, slice of life, k-lit","Ada pertemuan yang mengubah hidupmu. Dokgo adalah seorang tunawisma hilang ingatan yang berkeliaran di Stasiun Seoul. Suatu hari ia memungut dompet seorang nenek yang ternyata pengelola sebuah minimarket. Nenek tersebut melihat ketulusan Dokgo dan memberinya pekerjaan di minimarket tersebut. Di sana, Dokgo mulai berinteraksi dengan banyak orang dan tanpa sadar mengubah jalan hidup mereka. Ada seorang gadis yang tak tahu ingin jadi apa di masa depan. Ada seorang ibu yang tak bisa berkomunikasi dengan anaknya. Ada pula lelaki pegawai kantoran yang merasa rendah diri dan tak diterima oleh istri dan putri kembarnya, dan masih banyak orang yang bertemu dengan Dokgo. Akan tetapi, satu misteri terbesar masih tetap tersisa; siapa sebenarnya Dokgo?"
B48,@bbelzoaaa,Queue,Murder is Easy,Agatha Christie,3.77,277,"fiksi, misteri, thriller, kriminal","Dalam perjalanan menuju Scotland Yard untuk melaporkan beberapa peristiwa pembunuhan di desanya, seorang wanita paruh baya bertemu Luke Fitzwilliam, pensiunan polisi. Luke mencoba menghentikan wanita itu yang terus mengoceh bahwa si pembunuh pasti berpikir membunuh itu gampang, asalkan tak seorang pun tahu siapa dia. Tetapi, kemudian dua pembunuhan terjadi lagi, dan kali ini salah satu korbannya adalah si wanita paruh baya. Satu lagi novel dari penulis misteri terkenal, Agatha Christie, berjudul Membunuh itu Gampang. Dalam novel ini, pembaca akan bertemu dengan seorang pensiunan polisi bernama Luke dan mengikuti petualangan pensiunan polisi tersebut memecahkan misteri pembunuhan di sebuah desa terpencil. Luke pergi ke desa terpencil tersebut untuk menyelidiki penduduk desa dengan sebuah kasus mencari pembunuh berantai. Dengan diselingi kisah romantis antara Luke dan salah satu penduduk desa, Bridget, kisah kali ini tetap membuat pembaca merasakan kengerian suatu desa yang sedang diteror oleh berbagai pembunuhan. Walaupun agak ceroboh, Luke tetap berusaha untuk menyelidiki siapa yang melakukan pembunuhan-pembunuhan di desa tersebut. Satu ciri khas dan keunggulan Christie dalam menuliskan cerita misterinya adalah Christie benar-benar mempertanyakan seluruh pengaturan cerita ""khas"" -nya dengan menyatakan bahwa cerita itu tidak dapat berhenti ketika si pembunuh sudah terdeteksi, tetapi perlu mengungkapkan latar belakang agar cerita pembunuhan itu dapat terungkap dan dipahami."
B48,@bookadmirer,Queue,Murder is Easy,Agatha Christie,3.77,277,"fiksi, misteri, thriller, kriminal","Dalam perjalanan menuju Scotland Yard untuk melaporkan beberapa peristiwa pembunuhan di desanya, seorang wanita paruh baya bertemu Luke Fitzwilliam, pensiunan polisi. Luke mencoba menghentikan wanita itu yang terus mengoceh bahwa si pembunuh pasti berpikir membunuh itu gampang, asalkan tak seorang pun tahu siapa dia. Tetapi, kemudian dua pembunuhan terjadi lagi, dan kali ini salah satu korbannya adalah si wanita paruh baya. Satu lagi novel dari penulis misteri terkenal, Agatha Christie, berjudul Membunuh itu Gampang. Dalam novel ini, pembaca akan bertemu dengan seorang pensiunan polisi bernama Luke dan mengikuti petualangan pensiunan polisi tersebut memecahkan misteri pembunuhan di sebuah desa terpencil. Luke pergi ke desa terpencil tersebut untuk menyelidiki penduduk desa dengan sebuah kasus mencari pembunuh berantai. Dengan diselingi kisah romantis antara Luke dan salah satu penduduk desa, Bridget, kisah kali ini tetap membuat pembaca merasakan kengerian suatu desa yang sedang diteror oleh berbagai pembunuhan. Walaupun agak ceroboh, Luke tetap berusaha untuk menyelidiki siapa yang melakukan pembunuhan-pembunuhan di desa tersebut. Satu ciri khas dan keunggulan Christie dalam menuliskan cerita misterinya adalah Christie benar-benar mempertanyakan seluruh pengaturan cerita ""khas"" -nya dengan menyatakan bahwa cerita itu tidak dapat berhenti ketika si pembunuh sudah terdeteksi, tetapi perlu mengungkapkan latar belakang agar cerita pembunuhan itu dapat terungkap dan dipahami."
B48,@kalenadegrave,Queue,Murder is Easy,Agatha Christie,3.77,277,"fiksi, misteri, thriller, kriminal","Dalam perjalanan menuju Scotland Yard untuk melaporkan beberapa peristiwa pembunuhan di desanya, seorang wanita paruh baya bertemu Luke Fitzwilliam, pensiunan polisi. Luke mencoba menghentikan wanita itu yang terus mengoceh bahwa si pembunuh pasti berpikir membunuh itu gampang, asalkan tak seorang pun tahu siapa dia. Tetapi, kemudian dua pembunuhan terjadi lagi, dan kali ini salah satu korbannya adalah si wanita paruh baya. Satu lagi novel dari penulis misteri terkenal, Agatha Christie, berjudul Membunuh itu Gampang. Dalam novel ini, pembaca akan bertemu dengan seorang pensiunan polisi bernama Luke dan mengikuti petualangan pensiunan polisi tersebut memecahkan misteri pembunuhan di sebuah desa terpencil. Luke pergi ke desa terpencil tersebut untuk menyelidiki penduduk desa dengan sebuah kasus mencari pembunuh berantai. Dengan diselingi kisah romantis antara Luke dan salah satu penduduk desa, Bridget, kisah kali ini tetap membuat pembaca merasakan kengerian suatu desa yang sedang diteror oleh berbagai pembunuhan. Walaupun agak ceroboh, Luke tetap berusaha untuk menyelidiki siapa yang melakukan pembunuhan-pembunuhan di desa tersebut. Satu ciri khas dan keunggulan Christie dalam menuliskan cerita misterinya adalah Christie benar-benar mempertanyakan seluruh pengaturan cerita ""khas"" -nya dengan menyatakan bahwa cerita itu tidak dapat berhenti ketika si pembunuh sudah terdeteksi, tetapi perlu mengungkapkan latar belakang agar cerita pembunuhan itu dapat terungkap dan dipahami."
B48,@zelie,Borrowing,Murder is Easy,Agatha Christie,3.77,277,"fiksi, misteri, thriller, kriminal","Dalam perjalanan menuju Scotland Yard untuk melaporkan beberapa peristiwa pembunuhan di desanya, seorang wanita paruh baya bertemu Luke Fitzwilliam, pensiunan polisi. Luke mencoba menghentikan wanita itu yang terus mengoceh bahwa si pembunuh pasti berpikir membunuh itu gampang, asalkan tak seorang pun tahu siapa dia. Tetapi, kemudian dua pembunuhan terjadi lagi, dan kali ini salah satu korbannya adalah si wanita paruh baya. Satu lagi novel dari penulis misteri terkenal, Agatha Christie, berjudul Membunuh itu Gampang. Dalam novel ini, pembaca akan bertemu dengan seorang pensiunan polisi bernama Luke dan mengikuti petualangan pensiunan polisi tersebut memecahkan misteri pembunuhan di sebuah desa terpencil. Luke pergi ke desa terpencil tersebut untuk menyelidiki penduduk desa dengan sebuah kasus mencari pembunuh berantai. Dengan diselingi kisah romantis antara Luke dan salah satu penduduk desa, Bridget, kisah kali ini tetap membuat pembaca merasakan kengerian suatu desa yang sedang diteror oleh berbagai pembunuhan. Walaupun agak ceroboh, Luke tetap berusaha untuk menyelidiki siapa yang melakukan pembunuhan-pembunuhan di desa tersebut. Satu ciri khas dan keunggulan Christie dalam menuliskan cerita misterinya adalah Christie benar-benar mempertanyakan seluruh pengaturan cerita ""khas"" -nya dengan menyatakan bahwa cerita itu tidak dapat berhenti ketika si pembunuh sudah terdeteksi, tetapi perlu mengungkapkan latar belakang agar cerita pembunuhan itu dapat terungkap dan dipahami."
B49,@MAULIA58624687,Borrowed,The Murder of King Tut,James Patterson & Martin Dugard,3.39,332,"nonfiksi, sejarah, thriller, misteri, mesir","Tutankhamun, si Raja Bocah, terpaksa naik takhta pada usia Sembilan tahun. Baru sembilan tahun memerintah, Raja Tut wafat tiba-tiba, namanya lenyap dari sejarah Mesir dan sampai hari ini kematiannya masih terselubung misteri. Howard Carter berniat mengungkap jawaban atas misteri yang telah berumur tiga ribu tahun ini dan bertekad untuk menemukan makam tersembunyi sang Firaun. Dia memulai penelitiannya pada tahun 1907, namun menghadapi banyak halangan, sebelum akhirnya usahanya membawa hasil. Berdasarkan bukti-bukti X-ray, arsip-arsip Carter, dan lainlainnya, James Patterson dan Martin Dugard menyusun kisah tentang kehidupan dan kematian Raja Tut dalam sebuah novel yang penuh intrik dan pengkhianatan."
B49,@twinklewrinckle,Borrowed,The Murder of King Tut,James Patterson & Martin Dugard,3.39,332,"nonfiksi, sejarah, thriller, misteri, mesir","Tutankhamun, si Raja Bocah, terpaksa naik takhta pada usia Sembilan tahun. Baru sembilan tahun memerintah, Raja Tut wafat tiba-tiba, namanya lenyap dari sejarah Mesir dan sampai hari ini kematiannya masih terselubung misteri. Howard Carter berniat mengungkap jawaban atas misteri yang telah berumur tiga ribu tahun ini dan bertekad untuk menemukan makam tersembunyi sang Firaun. Dia memulai penelitiannya pada tahun 1907, namun menghadapi banyak halangan, sebelum akhirnya usahanya membawa hasil. Berdasarkan bukti-bukti X-ray, arsip-arsip Carter, dan lainlainnya, James Patterson dan Martin Dugard menyusun kisah tentang kehidupan dan kematian Raja Tut dalam sebuah novel yang penuh intrik dan pengkhianatan."
B49,@whatyourblood,Borrowing,The Murder of King Tut,James Patterson & Martin Dugard,3.39,332,"nonfiksi, sejarah, thriller, misteri, mesir","Tutankhamun, si Raja Bocah, terpaksa naik takhta pada usia Sembilan tahun. Baru sembilan tahun memerintah, Raja Tut wafat tiba-tiba, namanya lenyap dari sejarah Mesir dan sampai hari ini kematiannya masih terselubung misteri. Howard Carter berniat mengungkap jawaban atas misteri yang telah berumur tiga ribu tahun ini dan bertekad untuk menemukan makam tersembunyi sang Firaun. Dia memulai penelitiannya pada tahun 1907, namun menghadapi banyak halangan, sebelum akhirnya usahanya membawa hasil. Berdasarkan bukti-bukti X-ray, arsip-arsip Carter, dan lainlainnya, James Patterson dan Martin Dugard menyusun kisah tentang kehidupan dan kematian Raja Tut dalam sebuah novel yang penuh intrik dan pengkhianatan."
B50,@aniek.suryani,Borrowing,Nefertiti,Nick Drake,3.44,600,"fiksi, hisfic, mesir, ancient","Nomine Novel Terbaik Ellis Peters Award Kota modern pertama dalam sejarah manusia hendak diresmikan. Agama baru akan dikukuhkan. Namun sang Ratu menghilang tanpa jejak. Sesosok mayat wanita tanpa wajah ditemukan. Pembunuhan demi pembunuhan berlangsung silih berganti. Imperium Mesir di ujung tanduk *** Nefertiti, wanita paling berkuasa dalam sejarah, adalah Ratu Mesir, istri dari Akhenaten sang Firaun yang memerintah dari tahun 1353 hingga 1335 Sebelum Masehi. Di bawah kendali suami-istri ini, masyarakat Mesir menjadi masyarakat modern pertama yang tercatat sejarah. Ibu kota modern dibangun, agama baru Dewa Matahari diperkenalkan. Tapi di tengah ingar-bingar kemajuan itu, Nefertiti menghilang dan dikhawatirkan telah dibunuh. Bila benar, kematian Nefertiti bakal mengubah peta kekuasaan di Mesir. Karena mencurigai adanya konspirasi di balik peristiwa ini, Akhenaten memerintahkan Rahotepkepala detektif muda dengan reputasi cemerlanguntuk melakukan investigasi. Rahotep punya waktu sepuluh hari untuk mengembalikan sang Ratu sebelum festival peresmian ibu kota dan agama baru. Bila gagal, kekuasaan Akhenaten dan Nefertiti yang membentang dari Afrika hingga Timur Tengah terancam runtuh. Nyawa Rahotep dan keluarganya pun akan melayang... Drake membuat hipotesis cerdas...Kisah yang benar-benar memikat.-The Times Penuh kejutan sejak bari pertama...Membawa pembaca ke petualangan misteri yang spektakuler..._Evening Standard"
B50,@noniiiajaaa,Borrowed,Nefertiti,Nick Drake,3.44,600,"fiksi, hisfic, mesir, ancient","Nomine Novel Terbaik Ellis Peters Award Kota modern pertama dalam sejarah manusia hendak diresmikan. Agama baru akan dikukuhkan. Namun sang Ratu menghilang tanpa jejak. Sesosok mayat wanita tanpa wajah ditemukan. Pembunuhan demi pembunuhan berlangsung silih berganti. Imperium Mesir di ujung tanduk *** Nefertiti, wanita paling berkuasa dalam sejarah, adalah Ratu Mesir, istri dari Akhenaten sang Firaun yang memerintah dari tahun 1353 hingga 1335 Sebelum Masehi. Di bawah kendali suami-istri ini, masyarakat Mesir menjadi masyarakat modern pertama yang tercatat sejarah. Ibu kota modern dibangun, agama baru Dewa Matahari diperkenalkan. Tapi di tengah ingar-bingar kemajuan itu, Nefertiti menghilang dan dikhawatirkan telah dibunuh. Bila benar, kematian Nefertiti bakal mengubah peta kekuasaan di Mesir. Karena mencurigai adanya konspirasi di balik peristiwa ini, Akhenaten memerintahkan Rahotepkepala detektif muda dengan reputasi cemerlanguntuk melakukan investigasi. Rahotep punya waktu sepuluh hari untuk mengembalikan sang Ratu sebelum festival peresmian ibu kota dan agama baru. Bila gagal, kekuasaan Akhenaten dan Nefertiti yang membentang dari Afrika hingga Timur Tengah terancam runtuh. Nyawa Rahotep dan keluarganya pun akan melayang... Drake membuat hipotesis cerdas...Kisah yang benar-benar memikat.-The Times Penuh kejutan sejak bari pertama...Membawa pembaca ke petualangan misteri yang spektakuler..._Evening Standard"
